,sku,template,name,url,filename,position,is_main_image,description
26,C-161260-Rojo,Decoracion,Cafetera EcoRetro Roja,https://demo.ui.smartie.io/medias/image/e6ab/thera-retro-cafetera-express-20.webp,thera-retro-cafetera-express-20.webp,4,False,Cafetera express con vaporizador para un espresso o cappuccino perfecto. Color: rojo.
27,C-161260-Rojo,Decoracion,Cafetera EcoRetro Roja,https://demo.ui.smartie.io/medias/image/9f14/thera-retro-cafetera-express-23.webp,thera-retro-cafetera-express-23.webp,5,True,Cafetera espresso con vaporizador para espumar leche. Color: rojo.
28,C-161260-Rosa pastel,Decoracion,Cafetera Retro Rosa Sueño,https://demo.ui.smartie.io/medias/image/e270/thera-retro-cafetera-express-15.webp,thera-retro-cafetera-express-15.webp,1,False,Cafetera express para preparar deliciosos cafés y cremosos cappuccinos. Color: rosa palo
29,C-161260-Rosa pastel,Decoracion,Cafetera Retro Rosa Sueño,https://demo.ui.smartie.io/medias/image/7d14/thera-retro-cafetera-express-16.webp,thera-retro-cafetera-express-16.webp,2,False,Cafetera espresso de estilo vintage con molinillo integrado y vaporizador. Color: rosa claro.
30,C-161260-Rosa pastel,Decoracion,Cafetera Retro Rosa Sueño,https://demo.ui.smartie.io/medias/image/b870/thera-retro-cafetera-express-17.webp,thera-retro-cafetera-express-17.webp,3,False,"Cafetera espresso con vaporizador de leche, estilo vintage. Color: rosa pastel."
31,C-161260-Rosa pastel,Decoracion,Cafetera Retro Rosa Sueño,https://demo.ui.smartie.io/medias/image/c9de/thera-retro-cafetera-express-18.webp,thera-retro-cafetera-express-18.webp,4,True,"Cafetera espresso con vaporizador, para café molido y monodosis. Color: rosa palo"
32,C-161260-Sage,Decoracion,Cafetera Express Verde THERA Retro,https://demo.ui.smartie.io/medias/image/85cc/thera-retro-cafetera-express-24.webp,thera-retro-cafetera-express-24.webp,1,False,Cafetera espresso vintage con manómetro y vaporizador. Color: Verde.
33,C-161260-Sage,Decoracion,Cafetera Express Verde THERA Retro,https://demo.ui.smartie.io/medias/image/7af3/thera-retro-cafetera-express-27.webp,thera-retro-cafetera-express-27.webp,2,False,"Cafetera expreso vintage con molinillo, 850 W, para 2 tazas. Color: verde claro."
34,C-161260-Sage,Decoracion,Cafetera Express Verde THERA Retro,https://demo.ui.smartie.io/medias/image/119d/thera-retro-cafetera-express-25.webp,thera-retro-cafetera-express-25.webp,3,False,Cafetera espresso de estilo vintage con vaporizador y calentador de tazas. Color: Verde claro.
35,C-161260-Sage,Decoracion,Cafetera Express Verde THERA Retro,https://demo.ui.smartie.io/medias/image/8841/thera-retro-cafetera-express-26.webp,thera-retro-cafetera-express-26.webp,4,False,"Cafetera espresso vintage con manómetro, vaporizador y dos filtros. Color: Verde."
36,C-161260-Sage,Decoracion,Cafetera Express Verde THERA Retro,https://demo.ui.smartie.io/medias/image/188f/thera-retro-cafetera-express-28.webp,thera-retro-cafetera-express-28.webp,5,True,"Cafetera espresso con manómetro de control, vaporizador y dos tazas. Color: Verde"
37,C-161260-Verde pastel,Decoracion,Green Barista Retro,https://demo.ui.smartie.io/medias/image/2dd0/thera-retro-cafetera-express-12.webp,thera-retro-cafetera-express-12.webp,1,False,Cafetera espresso vintage con vaporizador y espumadores de leche. Color: verde menta.
38,C-161260-Verde pastel,Decoracion,Green Barista Retro,https://demo.ui.smartie.io/medias/image/7252/thera-retro-cafetera-express-11.webp,thera-retro-cafetera-express-11.webp,2,False,Cafetera espresso y cappuccino con vaporizador y manómetro. Color: verde menta.
39,C-161260-Verde pastel,Decoracion,Green Barista Retro,https://demo.ui.smartie.io/medias/image/2ef2/thera-retro-cafetera-express-10.webp,thera-retro-cafetera-express-10.webp,3,False,"Cafetera expreso semi-automática, con vaporizador de leche. Color: verde menta."
40,C-161260-Verde pastel,Decoracion,Green Barista Retro,https://demo.ui.smartie.io/medias/image/d1fe/thera-retro-cafetera-express-13.webp,thera-retro-cafetera-express-13.webp,4,False,Cafetera expreso con vaporizador de leche y calentamiento de tazas. Color: verde menta claro.
41,C-161260-Verde pastel,Decoracion,Green Barista Retro,https://demo.ui.smartie.io/medias/image/b4bb/thera-retro-cafetera-express-14.webp,thera-retro-cafetera-express-14.webp,5,True,Cafetera espresso de bomba con vaporizador y diseño vintage. Color: verde menta.
42,C-162778,Decoracion Ventilador,BreezeLuz Ecofan,https://demo.ui.smartie.io/medias/image/3972/wind-calm-ventilador-de-techo-40w-silencioso-o132-cm.jpg,wind-calm-ventilador-de-techo-40w-silencioso-o132-cm.jpg,1,False,Ventilador de techo moderno con luz LED integrada y mando a distancia. Color: blanco.
43,C-162778,Decoracion Ventilador,BreezeLuz Ecofan,https://demo.ui.smartie.io/medias/image/b481/wind-calm-ventilador-de-techo-40w-silencioso-o132-cm_4.jpg,wind-calm-ventilador-de-techo-40w-silencioso-o132-cm (4).jpg,2,True,Ventilador de techo de madera con tres aspas y motor blanco. Color: Madera clara y blanco.
44,C-162778,Decoracion Ventilador,BreezeLuz Ecofan,https://demo.ui.smartie.io/medias/image/eb41/wind-calm-ventilador-de-techo-40w-silencioso-o132-cm_3.jpg,wind-calm-ventilador-de-techo-40w-silencioso-o132-cm (3).jpg,3,False,Ventilador de techo moderno con luz LED integrada y aspas de madera. Color: Blanco y madera.
45,C-162778,Decoracion Ventilador,BreezeLuz Ecofan,https://demo.ui.smartie.io/medias/image/74a2/wind-calm-ventilador-de-techo-40w-silencioso-o132-cm_2.jpg,wind-calm-ventilador-de-techo-40w-silencioso-o132-cm (2).jpg,4,False,Ventilador de techo moderno con tres aspas de diseño minimalista. Color: blanco.
46,C-162778,Decoracion Ventilador,BreezeLuz Ecofan,https://demo.ui.smartie.io/medias/image/c99b/wind-calm-ventilador-de-techo-40w-silencioso-o132-cm_1.jpg,wind-calm-ventilador-de-techo-40w-silencioso-o132-cm (1).jpg,5,False,Ventilador de techo moderno con luz LED integrada y 6 velocidades. Color: blanco.
47,C-162778,Decoracion Ventilador,BreezeLuz Ecofan,https://demo.ui.smartie.io/medias/image/0b04/wind-calm-ventilador-de-techo-40w-silencioso-o132-cm_6.jpg,wind-calm-ventilador-de-techo-40w-silencioso-o132-cm (6).jpg,6,False,Ventilador de techo moderno con tres aspas de madera. Color: Madera clara.
48,C-162778,Decoracion Ventilador,BreezeLuz Ecofan,https://demo.ui.smartie.io/medias/image/11ba/wind-calm-ventilador-de-techo-40w-silencioso-o132-cm_5.jpg,wind-calm-ventilador-de-techo-40w-silencioso-o132-cm (5).jpg,7,False,Ventilador de techo moderno con luz LED integrada de tres temperaturas. Color: blanco.
49,C-226841,Decoracion Nevera,EcoCool Retro Fridge,https://demo.ui.smartie.io/medias/image/13c8/fridge-retro-281l-frigorifico-de-estilo-retro.jpg,fridge-retro-281l-frigorifico-de-estilo-retro.jpg,1,False,Frigorífico vintage de bajo consumo con congelador de 4 estrellas. Color: blanco crema.
50,C-226841,Decoracion Nevera,EcoCool Retro Fridge,https://demo.ui.smartie.io/medias/image/12e2/fridge-retro-281l-frigorifico-de-estilo-retro-7.jpg,fridge-retro-281l-frigorifico-de-estilo-retro-7.jpg,2,False,Nevera retro de 281L de capacidad y eficiencia energética D. Color: No especificado.
51,C-226841,Decoracion Nevera,EcoCool Retro Fridge,https://demo.ui.smartie.io/medias/image/20e9/fridge-retro-281l-frigorifico-de-estilo-retro-6.jpg,fridge-retro-281l-frigorifico-de-estilo-retro-6.jpg,3,False,Recipientes de vidrio con tapas de bambú para alimentos. Color: Transparente con tapa marrón claro.
52,C-226841,Decoracion Nevera,EcoCool Retro Fridge,https://demo.ui.smartie.io/medias/image/5dc2/fridge-retro-281l-frigorifico-de-estilo-retro-5.jpg,fridge-retro-281l-frigorifico-de-estilo-retro-5.jpg,4,False,"Frigorífico de una puerta con estilo retro, ideal para espacios pequeños. Color: crema."
53,C-226841,Decoracion Nevera,EcoCool Retro Fridge,https://demo.ui.smartie.io/medias/image/5946/fridge-retro-281l-frigorifico-de-estilo-retro-4.jpg,fridge-retro-281l-frigorifico-de-estilo-retro-4.jpg,5,False,Frigorífico de estilo vintage con un solo compartimento. Color: blanco crema.
54,C-226841,Decoracion Nevera,EcoCool Retro Fridge,https://demo.ui.smartie.io/medias/image/fc43/fridge-retro-281l-frigorifico-de-estilo-retro-3.jpg,fridge-retro-281l-frigorifico-de-estilo-retro-3.jpg,6,False,Frigorífico vintage de una sola puerta con estilo retro y tirador de madera. Color: blanco crema.
55,C-226841,Decoracion Nevera,EcoCool Retro Fridge,https://demo.ui.smartie.io/medias/image/0c8a/fridge-retro-281l-frigorifico-de-estilo-retro-2.jpg,fridge-retro-281l-frigorifico-de-estilo-retro-2.jpg,7,True,Refrigerador retro con estilo vintage y gran capacidad. Color: Crema claro.
56,DALI_CRU,Calzado,Dali Riviera,https://demo.ui.smartie.io/medias/image/e95c/DALI_CRU_1_1.jpg,DALI_CRU_1_1.jpg,1,False,Sandalias de esparto con tiras cruzadas y cierre de hebilla. Color: beige.
57,DALI_CRU,Calzado,Dali Riviera,https://demo.ui.smartie.io/medias/image/fab1/1713338606_dali_cru__4.2894.jpg,1713338606_dali_cru__4.2894.jpg,2,True,Sandalias de esparto con tiras trenzadas para un look casual de verano. Color: blanco roto.
58,DALI_CRU,Calzado,Dali Riviera,https://demo.ui.smartie.io/medias/image/a047/DALI_CRU_2.jpg,DALI_CRU_2.jpg,3,False,Alpargatas de lona con puntera descubierta y cierre de hebilla. Color: beige.
59,S-226841-blanco-roto,Decoracion Nevera,RetroCool Deluxe,https://demo.ui.smartie.io/medias/image/66b0/fridge-retro-281l-frigorifico-de-estilo-retro-9.webp,fridge-retro-281l-frigorifico-de-estilo-retro-9.webp,1,True,Refrigerador de diseño vintage con estilo retro y gran capacidad. Color: beige claro.
60,S-226841-blanco-roto,Decoracion Nevera,RetroCool Deluxe,https://demo.ui.smartie.io/medias/image/f541/fridge-retro-281l-frigorifico-de-estilo-retro-12.webp,fridge-retro-281l-frigorifico-de-estilo-retro-12.webp,2,False,"Refrigerador de una puerta con diseño retro, ideal para hogares pequeños. Color: Crema claro."
61,S-226841-blanco-roto,Decoracion Nevera,RetroCool Deluxe,https://demo.ui.smartie.io/medias/image/e512/fridge-retro-281l-frigorifico-de-estilo-retro-11.webp,fridge-retro-281l-frigorifico-de-estilo-retro-11.webp,3,False,Nevera de estilo retro con congelador de 4 estrellas. Color: blanco crema.
62,S-226841-blanco-roto,Decoracion Nevera,RetroCool Deluxe,https://demo.ui.smartie.io/medias/image/064d/fridge-retro-281l-frigorifico-de-estilo-retro-10.webp,fridge-retro-281l-frigorifico-de-estilo-retro-10.webp,4,False,Frigorífico vintage de una puerta con congelador superior. Color: blanco crema.
63,S-226841-blanco-roto,Decoracion Nevera,RetroCool Deluxe,https://demo.ui.smartie.io/medias/image/b21d/fridge-retro-281l-frigorifico-de-estilo-retro-8.webp,fridge-retro-281l-frigorifico-de-estilo-retro-8.webp,5,False,Refrigerador vintage de una sola puerta con estilo retro y elegante. Color: beige.
64,S-226841-blanco-roto,Decoracion Nevera,RetroCool Deluxe,https://demo.ui.smartie.io/medias/image/73dd/fridge-retro-281l-frigorifico-de-estilo-retro-14.webp,fridge-retro-281l-frigorifico-de-estilo-retro-14.webp,6,False,"Nevera retro de 281L de capacidad, eficiencia energética D y nivel de ruido de 39dB. Color: No se especifica."
65,S-226841-blanco-roto,Decoracion Nevera,RetroCool Deluxe,https://demo.ui.smartie.io/medias/image/c0d5/fridge-retro-281l-frigorifico-de-estilo-retro-13.webp,fridge-retro-281l-frigorifico-de-estilo-retro-13.webp,7,False,Recipientes de vidrio para almacenamiento de alimentos con tapas de bambú. Color: transparente y madera.
66,S-226841-negro,Decoracion Nevera,RetroCooler Noir,https://demo.ui.smartie.io/medias/image/881e/fridge-retro-281l-frigorifico-de-estilo-retro.webp,fridge-retro-281l-frigorifico-de-estilo-retro.webp,1,True,
67,S-226841-negro,Decoracion Nevera,RetroCooler Noir,https://demo.ui.smartie.io/medias/image/0f28/fridge-retro-281l-frigorifico-de-estilo-retro-4.webp,fridge-retro-281l-frigorifico-de-estilo-retro-4.webp,2,False,
68,S-226841-negro,Decoracion Nevera,RetroCooler Noir,https://demo.ui.smartie.io/medias/image/e71e/fridge-retro-281l-frigorifico-de-estilo-retro-5.webp,fridge-retro-281l-frigorifico-de-estilo-retro-5.webp,3,False,
69,S-226841-negro,Decoracion Nevera,RetroCooler Noir,https://demo.ui.smartie.io/medias/image/cfbd/fridge-retro-281l-frigorifico-de-estilo-retro-3.webp,fridge-retro-281l-frigorifico-de-estilo-retro-3.webp,4,False,
70,S-226841-negro,Decoracion Nevera,RetroCooler Noir,https://demo.ui.smartie.io/medias/image/10c3/fridge-retro-281l-frigorifico-de-estilo-retro-2.webp,fridge-retro-281l-frigorifico-de-estilo-retro-2.webp,5,False,
71,S-226841-negro,Decoracion Nevera,RetroCooler Noir,https://demo.ui.smartie.io/medias/image/5d5c/fridge-retro-281l-frigorifico-de-estilo-retro-6.webp,fridge-retro-281l-frigorifico-de-estilo-retro-6.webp,6,False,Recipientes de vidrio para alimentos con tapas de bambú. Color: Transparente y madera.
72,S-226841-negro,Decoracion Nevera,RetroCooler Noir,https://demo.ui.smartie.io/medias/image/6c89/fridge-retro-281l-frigorifico-de-estilo-retro-7.webp,fridge-retro-281l-frigorifico-de-estilo-retro-7.webp,7,False,Frigorífico retro de 281 litros de capacidad con eficiencia energética D. Color: No especificado.
